,日付,売上合計(円),ペールエール(本),ペールエール(円),ラガー(本),ラガー(円),IPA(本),IPA(円),ホワイトビール(本),ホワイトビール(円),黒ビール(本),黒ビール(円),フルーツビール(本),フルーツビール(円),降水量,平均気温,平均湿度,平均風速,weekday_土,weekday_月,weekday_木,weekday_水,weekday_火,weekday_金,total_beers_sold,昼の天気,夜の天気
274,2025-02-14,26100,6,6000,6,4800,5,4500,2,1800,5,6000,3,3000,0,7.9,37,2.6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,27,晴,晴
275,2025-02-15,16400,4,4000,3,2400,4,3600,2,1800,3,3600,1,1000,0,9.6,50,2.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,17,快晴,曇一時晴
276,2025-02-17,17500,3,3000,3,2400,3,2700,2,1800,3,3600,4,4000,0.0,9.3,50,3.2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,18,晴後時々曇一時雨,快晴
277,2025-02-18,10700,3,3000,2,1600,2,1800,1,900,2,2400,1,1000,0,5.0,32,3.8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,11,晴後一時曇,晴一時曇
278,2025-02-19,7800,2,2000,2,1600,1,900,1,900,2,2400,0,0,0,3.9,36,3.9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8,快晴,快晴
279,2025-02-20,13800,3,3000,2,1600,2,1800,2,1800,3,3600,2,2000,0,4.5,32,2.8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,14,晴,晴
280,2025-02-21,24300,5,5000,5,4000,5,4500,2,1800,5,6000,3,3000,0,5.4,31,3.1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,25,晴後薄曇,薄曇後晴
281,2025-02-22,17000,4,4000,3,2400,2,1800,2,1800,5,6000,1,1000,0,4.4,36,3.0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,17,晴後一時曇,快晴
282,2025-02-24,13000,3,3000,2,1600,2,1800,2,1800,4,4800,0,0,0,4.8,39,3.4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,13,晴,快晴
283,2025-02-25,17100,5,5000,5,4000,3,2700,2,1800,3,3600,0,0,0,7.1,45,3.1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,18,快晴,晴時々曇
284,2025-02-26,25500,7,7000,4,3200,5,4500,2,1800,5,6000,3,3000,0,10.4,36,2.6,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,26,快晴,快晴
285,2025-02-27,31200,9,9000,5,4000,6,5400,4,3600,6,7200,2,2000,0,10.2,42,2.8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,32,快晴,晴後薄曇
286,2025-02-28,41100,10,10000,11,8800,7,6300,4,3600,7,8400,4,4000,0,11.0,52,1.8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,43,薄曇後晴,晴一時曇
287,2025-03-01,19300,3,3000,4,3200,3,2700,2,1800,3,3600,5,5000,0,13.3,58,2.9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,20,晴時々薄曇,晴一時薄曇
288,2025-03-03,10700,3,3000,2,1600,2,1800,1,900,2,2400,1,1000,30.0,5.9,89,3.6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,雨後みぞれ一時雪,曇一時みぞれ
289,2025-03-04,5800,2,2000,1,800,1,900,1,900,1,1200,0,0,10.0,2.4,78,2.6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6,曇後一時雨、みぞれを伴う,雪後雨一時みぞれ
290,2025-03-05,5800,1,1000,1,800,1,900,1,900,1,1200,1,1000,16.5,5.3,99,3.1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6,雨後一時霧雨,曇一時霧雨
291,2025-03-06,10700,4,4000,2,1600,2,1800,1,900,2,2400,0,0,0.0,9.1,58,3.7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,11,曇,曇後一時晴
292,2025-03-07,22700,7,7000,6,4800,4,3600,3,2700,3,3600,1,1000,0,6.9,39,4.6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,24,晴,晴後一時曇
293,2025-03-08,11700,3,3000,2,1600,2,1800,1,900,2,2400,2,2000,9.5,3.2,66,1.9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,曇後時々雨,曇時々雨一時雪、みぞれを伴う
294,2025-03-10,19600,4,4000,3,2400,4,3600,2,1800,4,4800,3,3000,0,9.1,45,2.8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,20,晴後一時薄曇,曇
295,2025-03-11,19600,6,6000,3,2400,3,2700,3,2700,4,4800,1,1000,0.5,10.3,72,2.0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,20,曇時々雨,雨時々曇
296,2025-03-12,10700,3,3000,2,1600,2,1800,1,900,2,2400,1,1000,15.5,11.6,97,1.5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,11,雨時々曇,曇時々雨後一時晴
297,2025-03-13,39200,8,8000,7,5600,6,5400,4,3600,8,9600,7,7000,0,14.5,69,2.2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,40,薄曇時々晴,晴時々曇
298,2025-03-14,21600,4,4000,4,3200,3,2700,3,2700,5,6000,3,3000,0,12.8,33,3.3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,22,薄曇後晴,晴後一時曇
299,2025-03-15,8000,2,2000,1,800,1,900,1,900,2,2400,1,1000,0.0,8.9,50,2.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,曇後一時雨,雨時々曇
300,2025-03-17,23300,7,7000,6,4800,2,1800,3,2700,5,6000,1,1000,0.0,10.0,63,3.1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,24,晴,晴後曇一時雨
301,2025-03-18,7600,2,2000,2,1600,1,900,1,900,1,1200,1,1000,0.0,8.6,51,3.4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,8,薄曇一時晴,雨一時晴、雷を伴う
302,2025-03-19,9700,2,2000,2,1600,2,1800,1,900,2,2400,1,1000,26.5,5.6,81,3.9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,晴時々雨一時雪、雷・ひょうを伴う,晴後一時曇
303,2025-03-20,6800,2,2000,1,800,1,900,1,900,1,1200,1,1000,0,8.3,55,2.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,7,晴,晴一時曇
304,2025-03-21,42000,14,14000,8,6400,6,5400,4,3600,8,9600,3,3000,0,11.2,62,2.6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,43,快晴,快晴
305,2025-03-22,19200,5,5000,3,2400,4,3600,2,1800,2,2400,4,4000,0,15.8,49,2.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,20,快晴,快晴
306,2025-03-24,9700,2,2000,2,1600,2,1800,1,900,2,2400,1,1000,0,14.8,75,2.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,薄曇時々晴,曇後晴
307,2025-03-25,10200,3,3000,3,2400,2,1800,2,1800,1,1200,0,0,0,17.8,61,3.2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,11,晴,晴
308,2025-03-26,13400,5,5000,3,2400,2,1800,2,1800,2,2400,0,0,0,20.4,45,3.8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,14,晴,薄曇時々晴
309,2025-03-27,13400,2,2000,3,2400,2,1800,2,1800,2,2400,3,3000,0,17.9,69,3.8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,14,薄曇一時晴,曇
310,2025-03-28,26900,6,6000,7,5600,3,2700,4,3600,5,6000,3,3000,2.5,19.9,79,4.2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,28,薄曇時々晴一時雨,雨時々曇一時晴
311,2025-03-29,7600,2,2000,2,1600,1,900,1,900,1,1200,1,1000,12.5,7.6,90,3.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,雨,曇時々雨
312,2025-03-31,14800,4,4000,2,1600,2,1800,2,1800,3,3600,2,2000,0.0,7.0,62,3.0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,15,曇時々雨,雨一時曇
